,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_VOT__DT__max_depth,param_VOT__DT__min_samples_leaf,param_VOT__DT__min_samples_split,param_VOT__EL__alpha,param_VOT__KNN__n_neighbors,param_VOT__weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
604,0.020806312561035156,0.0018338030005846156,0.007800769805908203,0.0007512484213740122,5,5,5,1.5005,2,"[7, 4, 7]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 2, 'VOT__weights': [7, 4, 7]}",0.8998876484077241,0.9171209149508578,0.9031545991970948,0.8772016103119592,0.8762640955217608,0.8947257736778793,0.015793430691348944,460
605,0.02040252685546875,0.001355897242853848,0.008002805709838866,1.7284935913459642e-06,5,5,5,1.5005,2,"[9, 2, 9]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 2, 'VOT__weights': [9, 2, 9]}",0.9093990247648215,0.9258106314418526,0.9128371871269233,0.8792564678357685,0.8876531902527632,0.9029913002844259,0.017072329576911648,310
606,0.022407102584838866,0.003324028216102703,0.009602642059326172,0.003201200108526777,5,5,5,1.5005,5,"[6, 3, 6]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 5, 'VOT__weights': [6, 3, 6]}",0.8994837494047222,0.9196386090342116,0.914285490012136,0.8757919852849079,0.8764688438029787,0.8971337355077914,0.01837760937706983,400
607,0.019404029846191405,0.001018253140339305,0.007603120803833008,0.0004906386367181916,5,5,5,1.5005,5,"[7, 4, 7]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 5, 'VOT__weights': [7, 4, 7]}",0.8974773615836478,0.9180747147895237,0.9128443902943993,0.8742380972253287,0.8739596303995596,0.8953188388584918,0.018602405848021215,445
608,0.022407150268554686,0.005817560152249109,0.007999753952026368,0.0006305259519673888,5,5,5,1.5005,5,"[9, 2, 9]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 5, 'VOT__weights': [9, 2, 9]}",0.9089564799719982,0.9249644442092324,0.9204882470467477,0.8793014145386339,0.8861609700261602,0.9039743111585545,0.01824381933700566,291
609,0.020008134841918945,0.001264670702242221,0.00800008773803711,0.000894473066243254,5,5,5,1.5005,7,"[6, 3, 6]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 7, 'VOT__weights': [6, 3, 6]}",0.8954790047065713,0.9148613817731841,0.9123924533115104,0.8749098665598948,0.8803812382461351,0.8956047889194589,0.016203050159239465,439
610,0.019202995300292968,0.00039968812017802724,0.008002901077270507,2.4435287428510583e-06,5,5,5,1.5005,7,"[7, 4, 7]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 7, 'VOT__weights': [7, 4, 7]}",0.8948041351149519,0.9127290070320195,0.9108557429626511,0.8752329845959907,0.8782853025845948,0.8943814344580415,0.015709637356187797,466
611,0.025004863739013672,0.002280295497653053,0.009804773330688476,0.0009796348082014965,5,5,5,1.5005,7,"[9, 2, 9]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 1.5005, 'VOT__KNN__n_neighbors': 7, 'VOT__weights': [9, 2, 9]}",0.9050975916803691,0.9227063275713766,0.9131993539545167,0.8794754458023404,0.8881605685701439,0.9017278575157492,0.015888912493662453,331
612,0.025005102157592773,0.010062135108420326,0.008803272247314453,0.0007495774051168081,5,5,5,3.0,2,"[6, 3, 6]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 3.0, 'VOT__KNN__n_neighbors': 2, 'VOT__weights': [6, 3, 6]}",0.8958351723424092,0.9155474814908575,0.909451482507444,0.8732896199382822,0.875027433396495,0.8938302379350975,0.0172924501319788,473
613,0.01980314254760742,0.0014705026847442997,0.007801532745361328,0.0007480749239064029,5,5,5,3.0,2,"[7, 4, 7]","{'VOT__DT__max_depth': 5, 'VOT__DT__min_samples_leaf': 5, 'VOT__DT__min_samples_split': 5, 'VOT__EL__alpha': 3.0, 'VOT__KNN__n_neighbors': 2, 'VOT__weights': [7, 4, 7]}",0.895646452198086,0.9145017615038283,0.9074173919209756,0.8727239953231679,0.8726455857150812,0.892587037332228,0.017330646280617673,488
